iso_code,income_category,date,population,people_vaccinated,people_fully_vaccinated,total_vaccinations,new_vaccination,total_boosters
OWID_HIC,"High income",2020-12-30,1250514600,6415187.0,43806.0,6554112,1140417,0
OWID_HIC,"High income",2020-12-31,1250514600,7105160.0,47377.0,7254935,700823,0
OWID_HIC,"High income",2021-01-01,1250514600,7361526.0,56745.0,7524830,269895,6
OWID_HIC,"High income",2021-01-02,1250514600,7792912.0,59864.0,7965642,440812,6
OWID_HIC,"High income",2021-01-03,1250514600,8182005.0,62462.0,8363395,397753,11
OWID_HIC,"High income",2021-01-04,1250514600,9237264.0,108210.0,9478859,1115464,13
OWID_HIC,"High income",2021-01-05,1250514600,10416291.0,196854.0,11586680,2107821,14
OWID_HIC,"High income",2021-01-06,1250514600,11611557.0,372350.0,13114860,1528180,19
OWID_HIC,"High income",2021-01-07,1250514600,12985409.0,657570.0,14858505,1743645,21
OWID_HIC,"High income",2021-01-08,1250514600,14531770.0,1027194.0,16854748,1996243,65
OWID_HIC,"High income",2021-01-09,1250514600,15179927.0,1158537.0,17764025,909277,65
OWID_HIC,"High income",2021-01-10,1250514600,18702913.0,1875880.0,20989631,3225606,67
OWID_HIC,"High income",2021-01-11,1250514600,20067388.0,2243097.0,22827873,1838242,68
OWID_HIC,"High income",2021-01-12,1250514600,21694441.0,2614008.0,24960933,2133060,94
OWID_HIC,"High income",2021-01-13,1250514600,23619263.0,2962989.0,27375847,2414914,96
OWID_HIC,"High income",2021-01-14,1250514600,25708870.0,3183085.0,29836670,2460823,99
OWID_HIC,"High income",2021-01-15,1250514600,27960763.0,3354921.0,32407699,2571029,168
OWID_HIC,"High income",2021-01-16,1250514600,29119015.0,3459364.0,33915759,1508060,169
OWID_HIC,"High income",2021-01-17,1250514600,29973244.0,3616844.0,35046451,1130692,178
OWID_HIC,"High income",2021-01-18,1250514600,31501437.0,4008256.0,37073155,2026704,188
OWID_HIC,"High income",2021-01-19,1250514600,33411464.0,4580679.0,39678777,2605622,202
OWID_HIC,"High income",2021-01-20,1250514600,35523995.0,5263143.0,42598750,2919973,211
OWID_HIC,"High income",2021-01-21,1250514600,37854800.0,5837733.0,45622808,3024058,241
OWID_HIC,"High income",2021-01-22,1250514600,40546904.0,6266649.0,48882686,3259878,630
OWID_HIC,"High income",2021-01-23,1250514600,42029199.0,6568130.0,50867392,1984706,630
OWID_HIC,"High income",2021-01-24,1250514600,42968785.0,6901066.0,52222420,1355028,630
OWID_HIC,"High income",2021-01-25,1250514600,44516941.0,7757325.0,54722670,2500250,674
OWID_HIC,"High income",2021-01-26,1250514600,46371451.0,8745923.0,57714994,2992324,725
OWID_HIC,"High income",2021-01-27,1250514600,48419302.0,9769095.0,60908609,3193615,751
OWID_HIC,"High income",2021-01-28,1250514600,50687443.0,10782505.0,64381920,3473311,790
OWID_HIC,"High income",2021-01-29,1250514600,53101764.0,11748132.0,67961985,3580065,1599
OWID_HIC,"High income",2021-01-30,1250514600,54654437.0,12235514.0,70178318,2216333,1617
OWID_HIC,"High income",2021-01-31,1250514600,55640159.0,12695962.0,71870575,1692257,1618
OWID_HIC,"High income",2021-02-01,1250514600,57087078.0,13650357.0,74419069,2548494,1670
OWID_HIC,"High income",2021-02-02,1250514600,58818756.0,14787577.0,77454358,3035289,1728
OWID_HIC,"High income",2021-02-03,1250514600,61112300.0,16159553.0,81300019,3845661,1853
OWID_HIC,"High income",2021-02-04,1250514600,63592411.0,17637461.0,85469522,4169503,1898
OWID_HIC,"High income",2021-02-05,1250514600,66114139.0,19188549.0,89753623,4284101,6739
OWID_HIC,"High income",2021-02-06,1250514600,67714464.0,19832815.0,92217936,2464313,6746
OWID_HIC,"High income",2021-02-07,1250514600,68542130.0,20375579.0,93720243,1502307,6746
OWID_HIC,"High income",2021-02-08,1250514600,70225582.0,21449747.0,96607895,2887652,6794
OWID_HIC,"High income",2021-02-09,1250514600,72332834.0,22831865.0,100252199,3644304,6846
OWID_HIC,"High income",2021-02-10,1250514600,74687539.0,24340433.0,104322637,4070438,6869
OWID_HIC,"High income",2021-02-11,1250514600,77310399.0,26020357.0,108783748,4461111,6942
OWID_HIC,"High income",2021-02-12,1250514600,80084940.0,27856380.0,113573532,4789784,21929
OWID_HIC,"High income",2021-02-13,1250514600,81729536.0,28643273.0,116136010,2562478,21938
OWID_HIC,"High income",2021-02-14,1250514600,82684380.0,29219600.0,117743047,1607037,21938
OWID_HIC,"High income",2021-02-15,1250514600,84361311.0,30157489.0,120416330,2673283,21953
OWID_HIC,"High income",2021-02-16,1250514600,86189498.0,31364209.0,123610230,3193900,21987
OWID_HIC,"High income",2021-02-17,1250514600,88449545.0,32850214.0,127433557,3823327,22041
OWID_HIC,"High income",2021-02-18,1250514600,90612297.0,34363542.0,131349150,3915593,22070
OWID_HIC,"High income",2021-02-19,1250514600,92878208.0,36012193.0,135422238,4073088,27658
OWID_HIC,"High income",2021-02-20,1250514600,94171956.0,36894936.0,137716360,2294122,27667
OWID_HIC,"High income",2021-02-21,1250514600,95152512.0,37545323.0,139379656,1663296,27678
OWID_HIC,"High income",2021-02-22,1250514600,96667998.0,38702898.0,142208774,2829118,27739
OWID_HIC,"High income",2021-02-23,1250514600,101225383.0,42026222.0,145680206,3471432,27778
OWID_HIC,"High income",2021-02-24,1250514600,103876673.0,43718467.0,150225453,4545247,27783
OWID_HIC,"High income",2021-02-25,1250514600,106781244.0,45469674.0,155041715,4816262,27908
OWID_HIC,"High income",2021-02-26,1250514600,110506638.0,47432118.0,160894102,5852387,31582
OWID_HIC,"High income",2021-02-27,1250514600,112609492.0,48417963.0,164243286,3349184,31601
OWID_HIC,"High income",2021-02-28,1250514600,114107321.0,48985652.0,166354595,2111309,31610
OWID_HIC,"High income",2021-03-01,1250514600,116433044.0,50076081.0,169957575,3602980,31641
OWID_HIC,"High income",2021-03-02,1250514600,119233431.0,51393672.0,174317250,4359675,31700
OWID_HIC,"High income",2021-03-03,1250514600,122602347.0,53181721.0,179604670,5287420,31747
OWID_HIC,"High income",2021-03-04,1250514600,126445301.0,55142738.0,185638281,6033611,31798
OWID_HIC,"High income",2021-03-05,1250514600,130689591.0,57102058.0,191884571,6246290,35159
OWID_HIC,"High income",2021-03-06,1250514600,133361021.0,58443588.0,195983805,4099234,35171
OWID_HIC,"High income",2021-03-07,1250514600,135258811.0,59089455.0,198711293,2727488,35172
OWID_HIC,"High income",2021-03-08,1250514600,138337230.0,60515486.0,203222354,4511061,35192
OWID_HIC,"High income",2021-03-09,1250514600,141740339.0,62253877.0,208331320,5108966,35226
OWID_HIC,"High income",2021-03-10,1250514600,145428143.0,64277342.0,214040528,5709208,35275
OWID_HIC,"High income",2021-03-11,1250514600,149653912.0,66578125.0,220518843,6478315,35330
OWID_HIC,"High income",2021-03-12,1250514600,154196414.0,69005041.0,227447937,6929094,38365
OWID_HIC,"High income",2021-03-13,1250514600,157008127.0,70312623.0,231551335,4103398,38370
OWID_HIC,"High income",2021-03-14,1250514600,158880625.0,71015215.0,234218433,2667098,38377
OWID_HIC,"High income",2021-03-15,1250514600,162055166.0,72627713.0,239122105,4903672,38398
OWID_HIC,"High income",2021-03-16,1250514600,165582559.0,74409019.0,244624942,5502837,38426
OWID_HIC,"High income",2021-03-17,1250514600,169411306.0,76368643.0,250615409,5990467,38447
OWID_HIC,"High income",2021-03-18,1250514600,173534445.0,78473718.0,257017901,6402492,38502
OWID_HIC,"High income",2021-03-19,1250514600,178106121.0,80689040.0,264076087,7058186,40499
OWID_HIC,"High income",2021-03-20,1250514600,181172500.0,81864764.0,268344166,4268079,40503
OWID_HIC,"High income",2021-03-21,1250514600,183108237.0,82540191.0,271323811,2979645,40505
OWID_HIC,"High income",2021-03-22,1250514600,186590169.0,84096229.0,276562276,5238465,40522
OWID_HIC,"High income",2021-03-23,1250514600,190388220.0,85902337.0,282393224,5830948,40544
OWID_HIC,"High income",2021-03-24,1250514600,194651444.0,88231521.0,289217656,6824432,40613
OWID_HIC,"High income",2021-03-25,1250514600,199004020.0,90815351.0,296374546,7156890,40682
OWID_HIC,"High income",2021-03-26,1250514600,204224297.0,93888140.0,304774775,8400229,42934
OWID_HIC,"High income",2021-03-27,1250514600,206994172.0,95566095.0,309448679,4673904,42945
OWID_HIC,"High income",2021-03-28,1250514600,208995802.0,96529421.0,312686971,3238292,42956
OWID_HIC,"High income",2021-03-29,1250514600,212552052.0,98621960.0,318575152,5888181,42994
OWID_HIC,"High income",2021-03-30,1250514600,216598707.0,101306779.0,325428467,6853315,43052
OWID_HIC,"High income",2021-03-31,1250514600,221225535.0,104460867.0,333263607,7835140,43106
OWID_HIC,"High income",2021-04-01,1250514600,225981370.0,108034510.0,341658026,8394419,43238
OWID_HIC,"High income",2021-04-02,1250514600,230147505.0,110885689.0,348728622,7070596,45171
OWID_HIC,"High income",2021-04-03,1250514600,232698392.0,112603255.0,353057227,4328605,45227
OWID_HIC,"High income",2021-04-04,1250514600,234179923.0,113343461.0,355413855,2356628,45238
OWID_HIC,"High income",2021-04-05,1250514600,237120766.0,115590661.0,360525483,5111628,45307
OWID_HIC,"High income",2021-04-06,1250514600,241246822.0,118708216.0,367711360,7185877,45406
OWID_HIC,"High income",2021-04-07,1250514600,246599611.0,122341754.0,376454902,8743542,45478
OWID_HIC,"High income",2021-04-08,1250514600,252087877.0,126287675.0,385798044,9343142,45564
OWID_HIC,"High income",2021-04-09,1250514600,258126346.0,130408900.0,395616773,9818729,49056
OWID_HIC,"High income",2021-04-10,1250514600,261739996.0,133014556.0,401558767,5941994,49123
OWID_HIC,"High income",2021-04-11,1250514600,264030766.0,134515746.0,405334784,3776017,49134
OWID_HIC,"High income",2021-04-12,1250514600,268053772.0,137204083.0,411897817,6563033,49250
OWID_HIC,"High income",2021-04-13,1250514600,272298215.0,140022088.0,419258370,7360553,49384
OWID_HIC,"High income",2021-04-14,1250514600,276760605.0,143084260.0,427067928,7809558,49707
OWID_HIC,"High income",2021-04-15,1250514600,281673453.0,146366529.0,435587375,8519447,50221
OWID_HIC,"High income",2021-04-16,1250514600,287502735.0,149867290.0,445221739,9634364,54316
OWID_HIC,"High income",2021-04-17,1250514600,290342542.0,151999020.0,450509322,5287583,54475
OWID_HIC,"High income",2021-04-18,1250514600,292967184.0,153235516.0,454580054,4070732,54555
OWID_HIC,"High income",2021-04-19,1250514600,296836355.0,155810575.0,461275917,6695863,55069
OWID_HIC,"High income",2021-04-20,1250514600,302305343.0,160444385.0,468349057,7073140,55761
OWID_HIC,"High income",2021-04-21,1250514600,306758890.0,163955872.0,476826590,8477533,56688
OWID_HIC,"High income",2021-04-22,1250514600,311295305.0,167517436.0,485275090,8448500,57696
OWID_HIC,"High income",2021-04-23,1250514600,316842070.0,171263105.0,494972753,9697663,60933
OWID_HIC,"High income",2021-04-24,1250514600,319437610.0,173459330.0,499922954,4950201,61266
OWID_HIC,"High income",2021-04-25,1250514600,322312884.0,174838094.0,504548175,4625221,61368
OWID_HIC,"High income",2021-04-26,1250514600,325556157.0,177432701.0,510697816,6149641,62023
OWID_HIC,"High income",2021-04-27,1250514600,329867982.0,180815233.0,518625405,7927589,63110
OWID_HIC,"High income",2021-04-28,1250514600,334596449.0,184567963.0,527494115,8868710,64773
OWID_HIC,"High income",2021-04-29,1250514600,340050439.0,188949196.0,536109529,8615414,66431
OWID_HIC,"High income",2021-04-30,1250514600,345482224.0,192583410.0,545389751,9280222,71871
OWID_HIC,"High income",2021-05-01,1250514600,347998740.0,194750405.0,550246221,4856470,72134
OWID_HIC,"High income",2021-05-02,1250514600,350478714.0,196471517.0,554558601,4312380,72265
OWID_HIC,"High income",2021-05-03,1250514600,353239561.0,198900638.0,559795427,5236826,73231
OWID_HIC,"High income",2021-05-04,1250514600,356771464.0,202159569.0,567050083,7254656,74673
OWID_HIC,"High income",2021-05-05,1250514600,361091282.0,206242348.0,575390198,8340115,76307
OWID_HIC,"High income",2021-05-06,1250514600,365637446.0,210363487.0,584273226,8883028,78370
OWID_HIC,"High income",2021-05-07,1250514600,370892100.0,214879233.0,594226929,9953703,83870
OWID_HIC,"High income",2021-05-08,1250514600,373431537.0,217242700.0,599299420,5072491,84257
OWID_HIC,"High income",2021-05-09,1250514600,376203952.0,218874024.0,603872426,4573006,84539
OWID_HIC,"High income",2021-05-10,1250514600,379475978.0,221616094.0,610007639,6135213,85861
OWID_HIC,"High income",2021-05-11,1250514600,383538111.0,225114973.0,617802102,7794463,87595
OWID_HIC,"High income",2021-05-12,1250514600,387802467.0,228805305.0,625945358,8143256,89469
OWID_HIC,"High income",2021-05-13,1250514600,392103200.0,232482287.0,633978842,8033484,90268
OWID_HIC,"High income",2021-05-14,1250514600,397767699.0,236837032.0,644007226,10028384,95027
OWID_HIC,"High income",2021-05-15,1250514600,400948922.0,239235184.0,649684440,5677214,95514
OWID_HIC,"High income",2021-05-16,1250514600,404014842.0,241047791.0,655064038,5379598,95690
OWID_HIC,"High income",2021-05-17,1250514600,407758102.0,243910868.0,661782585,6718547,97351
OWID_HIC,"High income",2021-05-18,1250514600,412176986.0,247266358.0,669743357,7960772,99466
OWID_HIC,"High income",2021-05-19,1250514600,416662328.0,250857648.0,678058001,8314644,102138
OWID_HIC,"High income",2021-05-20,1250514600,423360895.0,255693016.0,689781446,11723445,104825
OWID_HIC,"High income",2021-05-21,1250514600,429057498.0,260473154.0,700485795,10704349,109571
OWID_HIC,"High income",2021-05-22,1250514600,432059311.0,262921385.0,705987347,5501552,110301
OWID_HIC,"High income",2021-05-23,1250514600,434949417.0,264879479.0,710930298,4942951,110567
OWID_HIC,"High income",2021-05-24,1250514600,438381175.0,267346037.0,716825024,5894726,111272
OWID_HIC,"High income",2021-05-25,1250514600,442258206.0,270525235.0,724187186,7362162,113747
OWID_HIC,"High income",2021-05-26,1250514600,446735584.0,274314649.0,732625331,8438145,116218
OWID_HIC,"High income",2021-05-27,1250514600,451660515.0,278092901.0,741349906,8724575,118778
OWID_HIC,"High income",2021-05-28,1250514600,457430526.0,282746519.0,751677436,10327530,123105
OWID_HIC,"High income",2021-05-29,1250514600,460306385.0,284922387.0,756803281,5125845,123794
OWID_HIC,"High income",2021-05-30,1250514600,462956695.0,287093429.0,761776340,4973059,124003
OWID_HIC,"High income",2021-05-31,1250514600,466408713.0,289355799.0,767540883,5764543,125652
OWID_HIC,"High income",2021-06-01,1250514600,471045241.0,293012902.0,775826940,8286057,128160
OWID_HIC,"High income",2021-06-02,1250514600,476159673.0,296882445.0,784864007,9037067,130645
OWID_HIC,"High income",2021-06-03,1250514600,480695307.0,300381813.0,792985640,8121633,133004
OWID_HIC,"High income",2021-06-04,1250514600,486530941.0,305376159.0,803476833,10491193,137063
OWID_HIC,"High income",2021-06-05,1250514600,489716092.0,308196866.0,809528913,6052080,137995
OWID_HIC,"High income",2021-06-06,1250514600,493074589.0,311237122.0,815766436,6237523,138462
OWID_HIC,"High income",2021-06-07,1250514600,497706276.0,314590572.0,823539352,7772916,140267
OWID_HIC,"High income",2021-06-08,1250514600,502427548.0,318665080.0,832206442,8667090,142480
OWID_HIC,"High income",2021-06-09,1250514600,507278847.0,323254128.0,841679879,9473437,144812
OWID_HIC,"High income",2021-06-10,1250514600,512254927.0,328032460.0,851131013,9451134,147231
OWID_HIC,"High income",2021-06-11,1250514600,518747327.0,333578381.0,863005281,11874268,150468
OWID_HIC,"High income",2021-06-12,1250514600,521868436.0,336417386.0,869022667,6017386,151366
OWID_HIC,"High income",2021-06-13,1250514600,525034627.0,339732139.0,875386003,6363336,151902
OWID_HIC,"High income",2021-06-14,1250514600,528825153.0,343739064.0,883026584,7640581,153950
OWID_HIC,"High income",2021-06-15,1250514600,533175630.0,348130392.0,891706817,8680233,156117
OWID_HIC,"High income",2021-06-16,1250514600,537608708.0,353420075.0,901438992,9732175,158147
OWID_HIC,"High income",2021-06-17,1250514600,541705332.0,358093069.0,910348228,8909236,160860
OWID_HIC,"High income",2021-06-18,1250514600,547096704.0,363761033.0,921534085,11185857,163960
OWID_HIC,"High income",2021-06-19,1250514600,549730764.0,366505081.0,927066584,5532499,164790
OWID_HIC,"High income",2021-06-20,1250514600,552717847.0,369717928.0,933429587,6363003,165106
OWID_HIC,"High income",2021-06-21,1250514600,556040943.0,373125265.0,939678938,6249351,166567
OWID_HIC,"High income",2021-06-22,1250514600,559532159.0,378100876.0,948081659,8402721,168223
OWID_HIC,"High income",2021-06-23,1250514600,563245517.0,383139504.0,956863272,8781613,169691
OWID_HIC,"High income",2021-06-24,1250514600,566782761.0,387619780.0,964865638,8002366,171367
OWID_HIC,"High income",2021-06-25,1250514600,571500555.0,393273144.0,975201064,10335426,174825
OWID_HIC,"High income",2021-06-26,1250514600,573893782.0,396727669.0,981193234,5992170,175703
OWID_HIC,"High income",2021-06-27,1250514600,592625902.0,401787926.0,987475921,6282687,176063
OWID_HIC,"High income",2021-06-28,1250514600,595532745.0,406000075.0,994599471,7123550,177631
OWID_HIC,"High income",2021-06-29,1250514600,598864170.0,410880907.0,1002770720,8171249,180176
OWID_HIC,"High income",2021-06-30,1250514600,602439683.0,415778418.0,1011342809,8572089,182698
OWID_HIC,"High income",2021-07-01,1250514600,605790341.0,420267365.0,1019125486,7782677,185607
OWID_HIC,"High income",2021-07-02,1250514600,610374061.0,426275833.0,1029572789,10447303,189883
OWID_HIC,"High income",2021-07-03,1250514600,613209358.0,430033661.0,1035258594,5685805,191089
OWID_HIC,"High income",2021-07-04,1250514600,616344284.0,433403096.0,1041554620,6296026,191636
OWID_HIC,"High income",2021-07-05,1250514600,621955550.0,439924265.0,1048930429,7375809,194207
OWID_HIC,"High income",2021-07-06,1250514600,625190313.0,444402545.0,1056591062,7660633,197074
OWID_HIC,"High income",2021-07-07,1250514600,628765384.0,449402065.0,1064946200,8355138,199670
OWID_HIC,"High income",2021-07-08,1250514600,632172170.0,454228436.0,1073111000,8164800,202453
OWID_HIC,"High income",2021-07-09,1250514600,636876031.0,460346849.0,1083800135,10689135,207014
OWID_HIC,"High income",2021-07-10,1250514600,639060394.0,463383744.0,1089016867,5216732,208326
OWID_HIC,"High income",2021-07-11,1250514600,641889529.0,467116911.0,1095369240,6352373,208922
OWID_HIC,"High income",2021-07-12,1250514600,644906781.0,471422742.0,1102617364,7248124,211138
OWID_HIC,"High income",2021-07-13,1250514600,648174336.0,476130497.0,1110512610,7895246,213714
OWID_HIC,"High income",2021-07-14,1250514600,651496397.0,480984806.0,1118628292,8115682,215173
OWID_HIC,"High income",2021-07-15,1250514600,654959491.0,486037661.0,1126850681,8222389,2061909
OWID_HIC,"High income",2021-07-16,1250514600,658766106.0,492370411.0,1136834009,9983328,2095613
OWID_HIC,"High income",2021-07-17,1250514600,660752721.0,495799969.0,1142210183,5376174,2100018
OWID_HIC,"High income",2021-07-18,1250514600,663235684.0,499268165.0,1148174930,5964747,2175892
OWID_HIC,"High income",2021-07-19,1250514600,665784718.0,503280601.0,1154659199,6484269,2195155
OWID_HIC,"High income",2021-07-20,1250514600,668826664.0,507586824.0,1161943742,7284543,2227439
OWID_HIC,"High income",2021-07-21,1250514600,671888859.0,512193266.0,1169531094,7587352,2229764
OWID_HIC,"High income",2021-07-22,1250514600,674566377.0,516295639.0,1176203941,6672847,2232354
OWID_HIC,"High income",2021-07-23,1250514600,677768909.0,521605046.0,1184501860,8297919,2236224
OWID_HIC,"High income",2021-07-24,1250514600,679371605.0,524568733.0,1189052726,4550866,2237549
OWID_HIC,"High income",2021-07-25,1250514600,681799880.0,528016027.0,1194756903,5704177,2238292
OWID_HIC,"High income",2021-07-26,1250514600,685055161.0,532110018.0,1201925352,7168449,2240832
OWID_HIC,"High income",2021-07-27,1250514600,688384976.0,536419446.0,1209482908,7557556,2243797
OWID_HIC,"High income",2021-07-28,1250514600,691892841.0,540876484.0,1217339269,7856361,2246913
OWID_HIC,"High income",2021-07-29,1250514600,695323253.0,544998874.0,1224792647,7453378,2250492
OWID_HIC,"High income",2021-07-30,1250514600,699171919.0,550394407.0,1233862020,9069373,2259358
OWID_HIC,"High income",2021-07-31,1250514600,701390406.0,553266316.0,1238917515,5055495,2267180
OWID_HIC,"High income",2021-08-01,1250514600,703859983.0,556089764.0,1244177771,5260256,2299063
OWID_HIC,"High income",2021-08-02,1250514600,707021805.0,559272395.0,1250454013,6276242,2360205
OWID_HIC,"High income",2021-08-03,1250514600,710189713.0,563117508.0,1257321347,6867334,2442224
OWID_HIC,"High income",2021-08-04,1250514600,713187178.0,566778447.0,1263970458,6649111,2525946
OWID_HIC,"High income",2021-08-05,1250514600,716307222.0,570711113.0,1270996106,7025648,2617262
OWID_HIC,"High income",2021-08-06,1250514600,719688183.0,575759716.0,1279306213,8310107,2666544
OWID_HIC,"High income",2021-08-07,1250514600,721867269.0,578349466.0,1284042180,4735967,2695936
OWID_HIC,"High income",2021-08-08,1250514600,724305864.0,580910956.0,1289039807,4997627,2776920
OWID_HIC,"High income",2021-08-09,1250514600,727252785.0,583787180.0,1294867356,5827549,2855995
OWID_HIC,"High income",2021-08-10,1250514600,730126187.0,587232101.0,1301188794,6321438,2934517
OWID_HIC,"High income",2021-08-11,1250514600,733010918.0,590843730.0,1307745295,6556501,3070533
OWID_HIC,"High income",2021-08-12,1250514600,735827906.0,594696468.0,1314413119,6667824,3224891
OWID_HIC,"High income",2021-08-13,1250514600,738744178.0,599243753.0,1321841002,7427883,3389376
OWID_HIC,"High income",2021-08-14,1250514600,740319935.0,601263935.0,1325769692,3928690,3478506
OWID_HIC,"High income",2021-08-15,1250514600,742384351.0,603566229.0,1330203840,4434148,3612843
OWID_HIC,"High income",2021-08-16,1250514600,745312415.0,606732031.0,1336583982,6380142,3978796
OWID_HIC,"High income",2021-08-17,1250514600,748431549.0,610351933.0,1343652491,7068509,4391545
OWID_HIC,"High income",2021-08-18,1250514600,751331302.0,613991938.0,1350435759,6783268,4739197
OWID_HIC,"High income",2021-08-19,1250514600,754147787.0,617706121.0,1356953645,6517886,5068253
OWID_HIC,"High income",2021-08-20,1250514600,757689106.0,621748373.0,1364648777,7695132,5377978
OWID_HIC,"High income",2021-08-21,1250514600,759824030.0,624052044.0,1369194100,4545323,5504782
OWID_HIC,"High income",2021-08-22,1250514600,761917744.0,626871471.0,1374133194,4939094,5644634
OWID_HIC,"High income",2021-08-23,1250514600,764792159.0,630727392.0,1381099979,6966785,5949886
OWID_HIC,"High income",2021-08-24,1250514600,767620449.0,634457106.0,1387921351,6821372,6266221
OWID_HIC,"High income",2021-08-25,1250514600,770453959.0,638129900.0,1394565521,6644170,6596209
OWID_HIC,"High income",2021-08-26,1250514600,773461811.0,641748044.0,1401449914,6884393,6969764
OWID_HIC,"High income",2021-08-27,1250514600,776839210.0,645706156.0,1409006690,7556776,7281880
OWID_HIC,"High income",2021-08-28,1250514600,778881891.0,648221167.0,1413702533,4695843,7393061
OWID_HIC,"High income",2021-08-29,1250514600,780755688.0,651340221.0,1418782788,5080255,7513183
OWID_HIC,"High income",2021-08-30,1250514600,783163274.0,654369097.0,1424691538,5908750,7879234
OWID_HIC,"High income",2021-08-31,1250514600,785629867.0,657911986.0,1431031717,6340179,8579144
OWID_HIC,"High income",2021-09-01,1250514600,788161329.0,661289254.0,1437049222,6017505,9066116
OWID_HIC,"High income",2021-09-02,1250514600,790185929.0,664405453.0,1442497450,5448228,9537256
OWID_HIC,"High income",2021-09-03,1250514600,792970824.0,667910716.0,1449054769,6557319,9896158
OWID_HIC,"High income",2021-09-04,1250514600,794980766.0,669866966.0,1453092002,4037233,10000865
OWID_HIC,"High income",2021-09-05,1250514600,796853433.0,672753210.0,1457666164,4574162,10138068
OWID_HIC,"High income",2021-09-06,1250514600,799140655.0,675151584.0,1462487092,4820928,10342773
OWID_HIC,"High income",2021-09-07,1250514600,801710998.0,678179601.0,1468321088,5833996,10683139
OWID_HIC,"High income",2021-09-08,1250514600,804033088.0,680886144.0,1473614777,5293689,11042069
OWID_HIC,"High income",2021-09-09,1250514600,806594590.0,683577613.0,1479264729,5649952,11539138
OWID_HIC,"High income",2021-09-10,1250514600,809641910.0,686851028.0,1485919828,6655099,11945094
OWID_HIC,"High income",2021-09-11,1250514600,811597472.0,689033848.0,1490118334,4198506,12036876
OWID_HIC,"High income",2021-09-12,1250514600,813171448.0,691395346.0,1494144751,4026417,12211397
OWID_HIC,"High income",2021-09-13,1250514600,815759260.0,694084849.0,1499706172,5561421,12532208
OWID_HIC,"High income",2021-09-14,1250514600,818091807.0,696518920.0,1504747402,5041230,12892244
OWID_HIC,"High income",2021-09-15,1250514600,820193147.0,699321640.0,1509905425,5158023,13229169
OWID_HIC,"High income",2021-09-16,1250514600,822320373.0,701966153.0,1514918090,5012665,13542695
OWID_HIC,"High income",2021-09-17,1250514600,824882503.0,705150282.0,1520992803,6074713,13922221
OWID_HIC,"High income",2021-09-18,1250514600,826744746.0,707161909.0,1525004499,4011696,14059364
OWID_HIC,"High income",2021-09-19,1250514600,828040086.0,709273609.0,1528426853,3422354,14183372
OWID_HIC,"High income",2021-09-20,1250514600,829304014.0,710922654.0,1531613019,3186166,14508619
OWID_HIC,"High income",2021-09-21,1250514600,830871381.0,713195209.0,1535762506,4149487,14872982
OWID_HIC,"High income",2021-09-22,1250514600,832469618.0,715427530.0,1539981276,4218770,15334722
OWID_HIC,"High income",2021-09-23,1250514600,834390631.0,717491032.0,1544345219,4363943,15789172
OWID_HIC,"High income",2021-09-24,1250514600,836809934.0,720404695.0,1550252936,5907717,16428992
OWID_HIC,"High income",2021-09-25,1250514600,838356815.0,722532059.0,1554267076,4014140,16778703
